MSZoning,LotFrontage,LotArea,Street,Alley,Utilities,OverallQual,OverallCond,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtExposure,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageCars,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,ScreenPorch,PoolQC,Fence,MiscFeature,SalePrice
RL,52.0,6292,Pave,,AllPub,7,7,0.0,TA,TA,TA,No,861,Gd,Y,877,600,1477,0,2,3,1,TA,6,1,Gd,1,216,TA,0,50,0,,,,145000
RL,96.0,11777,Pave,,AllPub,5,6,97.0,TA,TA,TA,Av,1164,Ex,Y,1320,0,1320,1,1,3,1,TA,6,2,Fa,2,564,TA,160,68,0,,,,164500
FV,34.0,3604,Pave,Pave,AllPub,7,5,0.0,Gd,TA,Gd,No,689,Ex,Y,703,689,1392,0,2,2,1,Gd,5,0,,2,540,TA,0,102,0,,,,146000
RM,81.0,12150,Pave,Grvl,AllPub,5,5,335.0,TA,TA,TA,No,1050,Ex,N,1050,745,1795,0,2,4,1,TA,7,0,,1,352,Fa,0,0,0,,,,131500
RL,,14585,Pave,,AllPub,6,6,85.0,TA,TA,TA,No,1144,Ex,Y,1429,0,1429,0,1,3,1,Gd,7,2,Gd,2,572,TA,216,110,0,,,,181900
RL,98.0,12704,Pave,,AllPub,8,5,306.0,Ex,TA,Ex,No,2042,Ex,Y,2042,0,2042,0,2,3,1,Ex,8,1,Gd,3,1390,TA,0,90,0,,,,253293
RL,81.0,11841,Grvl,,AllPub,6,5,104.0,TA,Gd,Gd,Av,816,TA,Y,816,0,816,1,1,3,1,TA,5,0,,0,0,,0,32,0,,,,118500
RM,75.0,13500,Pave,,AllPub,10,9,0.0,Ex,Ex,TA,No,1237,Gd,Y,1521,1254,2775,0,3,3,1,Gd,9,1,Gd,2,880,Gd,105,502,0,,,,325000
RM,51.0,6120,Pave,,AllPub,4,7,0.0,TA,TA,TA,No,884,Ex,Y,989,584,1573,0,1,3,1,Gd,6,0,,1,240,TA,0,0,120,,,,133000
RL,88.0,11443,Pave,,AllPub,8,5,208.0,Gd,TA,Ex,Gd,1868,Ex,Y,2028,0,2028,1,2,2,1,Gd,7,2,Gd,3,880,TA,326,66,0,,,,369900
RL,55.0,10267,Pave,,AllPub,6,7,0.0,TA,Gd,TA,Mn,816,Ex,Y,838,0,838,1,1,2,1,Fa,5,0,,1,275,TA,0,0,0,,MnWw,,130000
RL,74.0,8740,Pave,,AllPub,5,6,0.0,TA,TA,TA,Av,840,TA,Y,860,0,860,1,1,2,1,TA,4,0,,2,528,TA,0,0,0,,,,137000
RL,65.0,25095,Pave,,AllPub,5,8,0.0,TA,TA,TA,Gd,1437,Ex,Y,1473,0,1473,2,1,1,1,Ex,5,2,Gd,1,452,TA,0,48,60,,,,143000
RM,50.0,9100,Pave,,AllPub,5,6,0.0,TA,TA,TA,No,742,TA,Y,779,0,935,0,1,2,1,TA,4,0,,1,308,TA,0,0,0,,,Shed,79500
RL,64.0,8320,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,No,770,Ex,Y,770,812,1582,0,2,3,1,Gd,6,0,,2,520,TA,0,45,0,,,,185900
RL,97.0,13478,Pave,,AllPub,10,5,420.0,Ex,TA,Ex,Gd,1722,Ex,Y,1728,568,2296,1,2,3,1,Ex,10,1,Gd,3,842,TA,382,274,0,,,,451950
RL,60.0,6600,Pave,,AllPub,5,8,0.0,TA,Gd,TA,No,816,Ex,Y,816,0,816,1,1,2,1,TA,4,0,,2,816,TA,0,0,0,,,,138000
RM,,4435,Pave,,AllPub,6,5,170.0,Gd,TA,Gd,Av,848,Ex,Y,848,0,848,1,1,1,1,Gd,4,0,,2,420,TA,140,0,0,,,,140000
RL,88.0,7990,Pave,,AllPub,5,6,0.0,TA,TA,Gd,No,924,TA,Y,924,0,924,0,1,3,1,TA,5,0,,1,280,TA,0,0,0,,MnPrv,,110000
RL,69.0,11302,Pave,,AllPub,8,5,238.0,Gd,TA,Gd,Gd,1814,Ex,Y,1826,0,1826,1,2,3,1,Gd,7,1,TA,3,758,TA,180,75,120,,,,319000
RM,60.0,3600,Pave,Grvl,AllPub,6,7,0.0,TA,TA,TA,No,684,Ex,N,684,684,1368,0,1,3,1,TA,7,0,,1,216,TA,0,158,0,,,,114504
RL,53.0,3922,Pave,,AllPub,7,5,72.0,Gd,TA,Ex,Av,1258,Ex,Y,1402,0,1402,0,0,2,1,Gd,7,1,Gd,3,648,TA,120,16,0,,,,194201
RL,80.0,12984,Pave,,AllPub,5,6,459.0,TA,TA,Gd,Mn,1430,Ex,Y,1647,0,1647,1,2,3,1,Gd,7,1,TA,2,621,TA,0,0,0,,,,217500
RM,24.0,1950,Pave,,AllPub,6,6,0.0,TA,Gd,Gd,No,716,TA,Y,716,840,1556,1,2,3,1,TA,6,1,TA,2,452,TA,161,0,0,,GdPrv,,151000
RL,74.0,10927,Pave,,AllPub,8,5,280.0,Gd,TA,Gd,Av,1058,Ex,Y,1058,846,1904,1,2,3,1,Ex,8,1,Gd,2,736,TA,179,60,0,,,,275000
RM,50.0,9000,Pave,,AllPub,6,6,0.0,TA,Gd,TA,No,780,TA,Y,780,595,1375,0,1,3,1,Gd,6,1,Gd,1,544,TA,0,162,126,,,,141000
RL,80.0,10041,Pave,,AllPub,8,5,0.0,Gd,TA,Gd,Mn,908,Ex,Y,927,988,1915,1,2,3,1,Gd,8,1,TA,2,506,TA,120,150,0,,,,220000
FV,30.0,3182,Pave,Pave,AllPub,7,5,0.0,Gd,TA,Gd,No,600,Ex,Y,600,600,1200,0,2,2,1,Gd,4,0,,2,480,TA,0,172,0,,,,151000
RL,88.0,12803,Pave,,AllPub,7,5,99.0,Gd,TA,Gd,Mn,1494,Ex,Y,1494,0,1494,1,2,3,1,Gd,6,1,TA,2,530,TA,192,36,0,,,,221000
RL,85.0,13600,Pave,,AllPub,7,6,176.0,TA,TA,TA,No,768,TA,Y,1186,800,1986,0,2,3,1,TA,7,3,Fa,2,486,TA,0,42,189,,,,205000
RL,82.0,12464,Pave,,AllPub,5,5,0.0,TA,Gd,Gd,No,1040,Gd,Y,1040,0,1040,1,1,3,1,Gd,6,0,,2,576,TA,168,0,0,,GdPrv,,152000
RL,78.0,7800,Pave,,AllPub,5,8,0.0,TA,Gd,TA,No,896,Ex,Y,1112,896,2008,1,3,3,1,Ex,8,0,,1,230,TA,103,0,0,,,,225000
RL,78.0,12168,Pave,,AllPub,8,6,0.0,TA,TA,Gd,Mn,965,TA,Y,1940,1254,3194,0,2,4,1,TA,10,2,Gd,2,380,TA,0,0,0,,,,359100
RL,61.0,7943,Pave,,AllPub,4,5,192.0,TA,Fa,TA,Mn,1029,Gd,Y,1029,0,1029,1,1,3,1,TA,5,0,,1,261,TA,64,0,0,,,,118500
RL,,11050,Pave,,AllPub,9,5,204.0,Gd,TA,Ex,Mn,1440,Ex,Y,1476,677,2153,1,2,3,1,Ex,8,2,Ex,3,736,TA,253,142,0,,,,313000
RL,,10395,Pave,,AllPub,6,6,233.0,TA,TA,Gd,Av,1032,TA,Y,1032,0,1032,0,2,3,1,TA,6,1,TA,2,564,TA,0,0,0,,MnPrv,Shed,148000
RL,,11885,Pave,,AllPub,8,5,108.0,Gd,TA,Gd,Av,1299,Ex,Y,1299,573,1872,1,2,3,1,Ex,7,1,TA,2,531,TA,160,122,0,,,,261500
RL,70.0,8402,Pave,,AllPub,5,5,0.0,TA,TA,Gd,No,1120,Ex,Y,1120,0,1120,0,1,3,1,TA,6,0,,0,0,,0,30,0,,,,147000
RM,21.0,1491,Pave,,AllPub,4,6,0.0,TA,TA,Gd,Av,630,Ex,Y,630,0,630,1,1,1,1,TA,3,0,,0,0,,96,24,0,,,,75500
RL,80.0,8800,Pave,,AllPub,6,7,156.0,TA,Gd,TA,Gd,936,Ex,Y,1054,0,1054,1,1,3,1,Gd,6,0,,2,480,TA,120,0,0,,MnPrv,,137500
RL,,7861,Pave,,AllPub,6,5,0.0,Gd,TA,Gd,No,783,Ex,Y,807,702,1509,1,2,3,1,Gd,7,1,Gd,2,393,TA,100,75,0,,,,183200
RL,59.0,7227,Pave,,AllPub,6,6,0.0,TA,TA,TA,No,832,Gd,Y,832,0,832,0,1,2,1,Gd,4,0,,2,528,TA,0,0,0,,,,105500
RL,90.0,11694,Pave,,AllPub,9,5,452.0,Ex,TA,Ex,Av,1822,Ex,Y,1828,0,1828,0,2,3,1,Gd,9,1,Gd,3,774,TA,0,108,260,,,,314813
RL,85.0,12244,Pave,,AllPub,8,5,226.0,Gd,TA,Gd,Gd,1482,Ex,Y,1482,780,2262,1,2,4,1,Gd,10,2,Gd,3,749,TA,168,0,0,,,,305000
RL,45.0,8248,Pave,Grvl,AllPub,3,3,0.0,TA,TA,TA,No,864,TA,N,864,0,864,1,1,2,1,TA,5,0,,0,0,,0,0,0,,,,67000
RL,90.0,10800,Pave,,AllPub,6,7,0.0,TA,TA,TA,No,1522,TA,Y,1548,1066,2614,0,2,4,1,TA,9,1,TA,2,624,TA,38,243,0,,,,240000
RL,71.0,7064,Pave,,AllPub,5,6,153.0,TA,TA,TA,No,980,TA,Y,980,0,980,0,1,3,1,TA,6,0,,2,484,TA,192,0,0,,,,135000
FV,,2117,Pave,,AllPub,6,5,513.0,Gd,TA,Gd,No,756,Ex,Y,756,756,1512,0,2,2,1,Gd,4,1,TA,2,440,TA,0,32,0,,,,168500
RL,80.0,10400,Pave,,AllPub,6,5,288.0,TA,TA,TA,No,732,Gd,Y,1012,778,1790,1,1,4,1,TA,8,1,TA,2,484,TA,148,0,147,,,,165150
RL,87.0,10000,Pave,,AllPub,6,6,261.0,TA,TA,TA,No,1116,TA,Y,1116,0,1116,0,1,3,1,TA,5,0,,2,440,TA,0,0,385,,,,160000
RL,,12342,Pave,,AllPub,5,5,0.0,TA,TA,TA,No,978,TA,Y,1422,0,1422,0,1,3,1,TA,6,1,TA,1,286,TA,0,0,0,,GdWo,Shed,139900
RL,80.0,9600,Pave,,AllPub,6,6,164.0,TA,TA,TA,Av,1156,Ex,Y,1520,0,1520,1,1,3,1,TA,7,2,Gd,1,364,TA,0,0,0,,,,153000
RL,70.0,11606,Pave,,AllPub,5,5,192.0,TA,TA,Gd,Av,1040,TA,Y,1040,1040,2080,0,1,5,1,Fa,9,2,TA,2,504,TA,335,0,0,,,,135000
RL,82.0,9020,Pave,,AllPub,6,5,259.0,TA,TA,TA,Gd,1248,TA,Y,1350,0,1350,1,1,3,1,TA,6,0,,2,520,TA,176,0,0,,GdPrv,,168500
RM,50.0,9000,Pave,Grvl,AllPub,5,6,0.0,TA,TA,Fa,No,636,TA,Y,1089,661,1750,0,1,3,1,Ex,8,0,,1,240,Fa,0,0,0,,MnPrv,,124000
RL,34.0,4590,Pave,,AllPub,8,5,108.0,Gd,TA,Gd,Mn,1554,Ex,Y,1554,0,1554,0,2,2,1,Gd,6,1,Gd,2,627,TA,156,73,0,,,,209500
RL,85.0,11900,Pave,,AllPub,7,5,209.0,TA,Gd,TA,No,1386,TA,Y,1411,0,1411,0,2,3,1,TA,6,1,TA,2,544,TA,192,0,0,,,,82500
RL,80.0,9250,Pave,,AllPub,5,7,0.0,TA,TA,TA,No,1056,TA,Y,1056,0,1056,0,1,3,1,TA,6,0,,1,260,TA,390,0,0,,,,139400
RL,64.0,6979,Pave,,AllPub,6,5,0.0,TA,TA,TA,No,1056,Gd,Y,1056,0,1056,2,0,0,2,TA,4,0,,2,576,TA,264,56,0,,GdPrv,Shed,144000
RH,60.0,10896,Pave,Pave,AllPub,6,7,0.0,Fa,TA,TA,No,1440,Ex,Y,1440,1440,3395,0,2,8,2,Fa,14,0,,0,0,,0,110,0,,,,200000
RM,51.0,6120,Pave,,AllPub,2,3,0.0,Fa,Fa,TA,No,264,Fa,N,800,0,800,0,1,1,1,Fa,4,1,Po,0,0,,0,0,0,,,,60000
RM,50.0,6000,Pave,,AllPub,5,4,0.0,TA,TA,TA,No,811,TA,Y,811,576,1387,0,2,3,2,Gd,7,0,,1,256,TA,0,0,0,,,,93000
RL,67.0,8777,Pave,,AllPub,5,7,0.0,TA,TA,Fa,No,796,Gd,Y,796,0,796,0,1,2,1,TA,4,0,,0,0,,328,0,0,,MnPrv,,85000
RL,53.0,3982,Pave,,AllPub,8,5,0.0,Gd,TA,Gd,Av,1520,Ex,Y,1567,0,1567,1,2,1,1,Ex,7,1,Gd,3,648,TA,312,0,0,,,,264561
RL,62.0,12677,Pave,,AllPub,8,5,472.0,Ex,TA,Ex,Gd,1518,Ex,Y,1518,0,1518,0,1,1,1,Ex,6,1,Gd,2,588,TA,185,140,0,,,,274000
FV,,7050,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,No,1057,Ex,Y,1057,872,1929,1,2,3,1,Gd,7,1,TA,2,650,TA,0,235,0,,,,226000
RL,75.0,13860,Pave,,AllPub,8,7,0.0,Gd,TA,Gd,Gd,1952,Gd,Y,2000,704,2704,1,2,4,1,Ex,9,3,TA,2,538,TA,269,111,0,,MnPrv,,345000
RL,80.0,10793,Pave,,AllPub,5,5,263.0,TA,TA,TA,No,780,Ex,Y,780,840,1620,0,2,4,1,TA,7,0,,2,462,TA,208,0,0,,GdWo,,152000
FV,85.0,9187,Pave,,AllPub,9,5,162.0,Ex,TA,Ex,Mn,1766,Ex,Y,1766,0,1766,1,2,2,1,Ex,7,1,Gd,3,478,TA,195,130,0,,,,370878
RL,,10530,Pave,,AllPub,6,5,0.0,TA,TA,TA,No,981,TA,Y,981,0,981,1,1,3,1,TA,5,0,,2,576,TA,0,312,0,,,,143250
RL,60.0,7200,Pave,,AllPub,5,5,0.0,TA,TA,,,0,Gd,Y,1048,0,1048,0,1,3,1,TA,7,0,,2,420,TA,0,27,0,,,,98300
RL,85.0,10452,Pave,,AllPub,6,5,216.0,TA,TA,TA,Mn,1094,Ex,Y,1094,0,1094,0,1,3,1,TA,5,2,Gd,2,495,TA,0,0,287,,,,155000
RL,70.0,7700,Pave,,AllPub,6,5,351.0,TA,TA,TA,No,756,TA,Y,1051,788,1839,0,1,4,1,TA,7,1,TA,2,442,TA,0,124,0,,,,155000
RM,21.0,1936,Pave,,AllPub,4,6,0.0,TA,TA,Gd,Av,630,Gd,Y,630,0,630,1,1,1,1,TA,3,0,,0,0,,0,0,0,,MnPrv,,84500
FV,65.0,8125,Pave,,AllPub,7,6,,Gd,TA,Gd,No,813,Ex,Y,822,843,1665,0,2,3,1,Gd,7,0,,2,562,TA,0,0,0,,,,205950
RL,60.0,9084,Pave,,AllPub,4,5,0.0,TA,TA,TA,Mn,755,TA,Y,755,755,1510,1,1,4,1,TA,7,1,Gd,1,296,Fa,120,0,0,,MnPrv,,108000
RL,70.0,8750,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,No,880,Ex,Y,909,807,1716,0,2,2,1,Gd,7,1,TA,2,512,TA,0,120,0,,,,191000
RM,60.0,10320,Pave,Grvl,AllPub,6,7,0.0,TA,TA,TA,No,756,Ex,Y,756,713,1469,0,1,3,1,TA,7,0,,1,216,TA,57,0,0,,MnPrv,,135000
RL,91.0,10437,Pave,,AllPub,8,6,660.0,Gd,Gd,Gd,Gd,2109,Ex,Y,2113,0,2113,1,2,2,1,Gd,7,1,TA,3,839,TA,236,46,0,,,,350000
RM,21.0,1680,Pave,,AllPub,6,5,381.0,TA,TA,TA,No,525,TA,Y,525,567,1092,0,1,3,1,TA,6,0,,1,264,TA,0,0,0,,,,88000
RL,72.0,10007,Pave,,AllPub,5,7,54.0,Gd,TA,TA,No,1053,Ex,Y,1053,0,1053,1,1,3,1,Gd,5,0,,1,312,TA,0,0,0,,MnPrv,,145500
RL,60.0,7200,Pave,,AllPub,7,6,0.0,TA,Fa,Gd,No,776,TA,Y,851,651,1502,0,1,3,1,TA,6,1,Gd,1,270,TA,0,0,0,,MnPrv,,149000
RL,78.0,17503,Pave,,AllPub,6,5,0.0,TA,TA,TA,No,912,TA,Y,912,546,1458,0,1,3,1,TA,6,1,Gd,1,330,TA,192,0,0,,,,97500
RL,75.0,9937,Pave,,AllPub,5,7,0.0,TA,Gd,TA,No,1486,Ex,Y,1486,0,1486,1,1,3,1,TA,7,0,,2,480,TA,0,0,0,,MnPrv,,167000
RL,,12384,Pave,,AllPub,7,7,233.0,TA,TA,Gd,No,793,TA,Y,1142,793,1935,0,2,3,1,TA,7,1,TA,2,550,TA,0,113,0,,,,197900
RL,52.0,46589,Pave,,AllPub,8,7,528.0,Gd,TA,Gd,No,1629,Ex,Y,1686,762,2448,1,2,4,1,Gd,8,1,TA,3,711,TA,517,76,0,,,,402000
RL,120.0,13560,Pave,,AllPub,6,3,216.0,TA,TA,Fa,No,1392,Gd,Y,1392,0,1392,1,1,2,1,TA,5,2,TA,2,576,TA,0,0,0,,,,110000
RL,90.0,10012,Pave,,AllPub,4,5,0.0,TA,TA,Gd,Av,1138,TA,Y,1181,0,1181,1,2,3,1,TA,6,0,,2,588,TA,0,0,0,,MnPrv,,137500
RL,49.0,20896,Pave,,AllPub,8,5,0.0,Gd,TA,Ex,Mn,2077,Ex,Y,2097,0,2097,1,1,1,1,Ex,8,1,Ex,3,1134,TA,192,267,0,,,,423000
RL,106.0,11194,Pave,,AllPub,8,5,40.0,Gd,TA,Gd,No,1406,Ex,Y,1454,482,1936,0,2,3,1,Gd,7,1,TA,2,504,TA,188,124,0,,,,230500
RL,,18450,Pave,,AllPub,6,5,113.0,TA,Gd,Gd,No,1021,TA,Y,1465,915,2380,0,2,3,1,TA,7,1,Po,2,596,TA,0,265,0,,,,129000
RL,65.0,8125,Pave,,AllPub,6,5,258.0,TA,TA,Gd,No,1408,Ex,Y,1679,0,1679,1,2,3,1,Gd,7,1,Fa,2,575,TA,224,42,0,,,,193500
RL,,14175,Pave,,AllPub,5,6,0.0,TA,TA,TA,No,1188,Gd,Y,1437,0,1437,1,1,3,1,TA,6,1,TA,2,576,TA,304,0,0,,,,168000
RL,80.0,11600,Pave,,AllPub,4,5,0.0,TA,TA,Fa,No,700,Ex,Y,1180,0,1180,0,1,2,1,Fa,5,1,Gd,1,252,TA,0,0,0,,,,137500
RL,64.0,8633,Pave,,AllPub,6,5,0.0,Gd,TA,Gd,No,738,Ex,Y,738,738,1476,1,2,3,1,Gd,7,0,,2,540,TA,100,35,0,,,,173500
RH,54.0,6629,Pave,,AllPub,6,6,0.0,TA,Gd,TA,No,672,TA,N,697,672,1369,1,2,3,1,TA,6,0,,1,300,TA,147,0,0,,,,103600
RL,,11250,Pave,,AllPub,6,6,0.0,Gd,TA,Gd,No,1208,TA,Y,1208,0,1208,1,1,3,1,TA,6,1,TA,2,546,TA,198,42,0,,,,165000
RL,110.0,14442,Pave,,AllPub,6,7,106.0,TA,TA,TA,No,1477,Ex,Y,1839,0,1839,1,2,3,1,Gd,7,2,TA,2,416,TA,0,87,200,,,,257500
RL,80.0,9200,Pave,,AllPub,6,6,0.0,TA,TA,TA,No,1136,TA,Y,1136,0,1136,1,1,3,1,TA,5,1,Gd,1,384,TA,426,0,0,,,,140000
RL,24.0,2289,Pave,,AllPub,6,6,0.0,TA,TA,TA,No,855,TA,Y,855,586,1441,0,2,3,1,TA,7,1,TA,2,440,TA,28,0,0,,,,148500
RM,60.0,9600,Pave,Grvl,AllPub,4,2,0.0,TA,TA,TA,No,1095,Fa,N,1095,679,1774,1,2,4,2,TA,8,0,,3,779,Fa,0,0,0,,,,87000
RL,52.0,9022,Pave,,AllPub,5,8,0.0,Gd,TA,TA,No,768,Ex,Y,792,0,792,0,1,2,1,Gd,5,0,,1,240,Fa,316,0,0,,,,109500
RL,80.0,11844,Pave,,AllPub,8,5,464.0,Gd,TA,Ex,Mn,2046,Ex,Y,2046,0,2046,0,2,3,1,Gd,7,1,Gd,3,834,TA,322,82,0,,,,372500
RL,,9945,Pave,,AllPub,5,5,57.0,TA,TA,TA,No,988,TA,Y,988,0,988,1,1,3,1,TA,5,0,,2,572,TA,0,0,0,,,,128500
RL,50.0,8012,Pave,,AllPub,6,5,0.0,TA,TA,Gd,No,923,TA,Y,923,0,923,0,2,2,1,TA,5,1,TA,1,264,TA,80,0,0,,,,143000
RH,55.0,4500,Pave,Pave,AllPub,5,5,0.0,TA,TA,TA,No,793,Ex,Y,848,672,1520,0,1,3,1,TA,6,0,,1,281,TA,0,0,0,,,,159434
RL,,2887,Pave,,AllPub,6,5,0.0,TA,TA,Gd,Mn,1291,Ex,Y,1291,0,1291,1,1,2,1,Gd,6,1,Gd,2,431,TA,307,0,0,,,,173000
RL,90.0,11248,Pave,,AllPub,9,5,215.0,Gd,TA,Gd,Av,1626,Ex,Y,1668,0,1668,1,2,3,1,Gd,7,1,TA,3,702,TA,257,45,0,,,,285000
RL,58.0,16770,Pave,,AllPub,7,5,30.0,Gd,TA,Gd,No,1195,Gd,Y,1195,644,1839,0,2,4,1,TA,7,0,,2,486,TA,0,81,0,,,,221000
RL,,5062,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,Mn,1190,Gd,Y,1190,900,2090,1,2,3,1,Gd,6,1,TA,2,577,TA,219,0,0,,,,207500
FV,84.0,10207,Pave,,AllPub,7,6,0.0,Gd,TA,Gd,No,874,Ex,Y,874,887,1761,0,3,3,1,Gd,7,0,,2,578,TA,144,105,0,,,,227875
FV,,5105,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,No,551,Ex,Y,551,551,1102,0,2,2,1,Gd,4,0,,2,480,TA,0,60,0,,,,148800
RL,60.0,8089,Pave,,AllPub,8,6,0.0,Gd,TA,Gd,Av,1419,Ex,Y,1419,0,1419,1,2,2,1,Gd,7,1,Gd,2,567,TA,140,0,0,,,,392000
RL,61.0,7577,Pave,,AllPub,6,5,256.0,Gd,TA,Gd,Av,1362,Ex,Y,1362,0,1362,0,2,2,1,Gd,6,1,Gd,2,460,TA,192,28,0,,,,194700
RM,,4426,Pave,,AllPub,6,5,147.0,Gd,TA,Gd,Gd,848,Ex,Y,848,0,848,1,1,1,1,Gd,3,1,TA,2,420,TA,149,0,0,,,,141000
RL,104.0,21535,Pave,,AllPub,10,6,1170.0,Ex,TA,Ex,Gd,2444,Ex,Y,2444,1872,4316,0,3,4,1,Ex,10,2,Ex,3,832,TA,382,50,0,,,,755000
RL,42.0,26178,Pave,,AllPub,7,5,293.0,Gd,TA,Gd,Gd,1210,Ex,Y,1238,1281,2519,1,2,4,1,Gd,9,2,Gd,2,628,TA,320,27,0,,,,335000
RL,60.0,5400,Pave,,AllPub,5,6,0.0,TA,TA,TA,No,1073,Ex,Y,1073,0,1073,0,1,2,1,TA,4,0,,1,326,TA,0,0,0,,,,108480
RM,51.0,6120,Pave,,AllPub,5,6,0.0,TA,Fa,TA,No,927,TA,Y,1067,472,1539,0,1,3,1,TA,5,0,,2,576,TA,112,0,0,,MnPrv,,141500
RL,54.0,13811,Pave,,AllPub,6,6,72.0,TA,TA,Gd,No,1112,Gd,Y,1137,0,1137,1,2,2,1,Gd,5,1,TA,2,551,TA,125,0,0,,,,176000
RM,50.0,6000,Pave,,AllPub,5,7,0.0,TA,TA,TA,No,616,Gd,Y,616,0,616,0,1,2,1,TA,4,0,,1,205,TA,0,0,0,,,,89000
RL,57.0,6420,Pave,,AllPub,5,7,0.0,TA,TA,Ex,Mn,980,Fa,Y,1148,0,1148,0,1,2,1,TA,6,0,,1,308,TA,0,0,0,,,,123500
RL,65.0,8450,Pave,,AllPub,5,8,0.0,TA,Gd,TA,No,894,Ex,Y,894,0,894,1,1,3,1,TA,5,1,Gd,1,336,TA,416,144,0,,MnPrv,,138500
FV,59.0,4282,Pave,Pave,AllPub,7,5,0.0,Gd,TA,Gd,Mn,1391,Ex,Y,1391,0,1391,0,2,2,1,Gd,5,0,,2,530,TA,156,158,0,,,,196000
RL,85.0,14331,Pave,,AllPub,8,5,630.0,Gd,TA,Ex,Gd,1800,Ex,Y,1800,0,1800,1,2,3,1,Gd,7,1,Gd,3,765,TA,270,78,0,,,,312500
RL,80.0,9600,Pave,,AllPub,7,5,168.0,TA,TA,TA,No,1164,TA,Y,1164,0,1164,0,1,3,1,TA,6,0,,2,528,TA,0,0,0,,,,140000
RL,82.0,12438,Pave,,AllPub,8,5,466.0,Ex,TA,Ex,No,1234,Ex,Y,1264,1312,2576,0,2,4,1,Ex,10,1,Gd,3,666,TA,324,100,0,,,,361919
RM,76.0,7630,Pave,,AllPub,5,9,0.0,TA,Gd,Gd,No,360,Gd,Y,1032,780,1812,0,2,4,2,Gd,8,1,Po,2,672,TA,344,0,0,,MnPrv,,140000
RL,70.0,8400,Pave,,AllPub,7,5,109.0,Gd,TA,Gd,Av,1473,Ex,Y,1484,0,1484,1,2,3,1,Gd,7,0,,2,606,TA,0,35,0,,,,213000
RM,70.0,5600,Pave,,AllPub,4,5,0.0,Fa,Fa,,,0,Fa,N,372,720,1092,0,2,3,2,Fa,7,0,,0,0,,0,0,0,,,Othr,55000
RL,,115149,Pave,,AllPub,7,5,351.0,TA,TA,Gd,Gd,1643,TA,Y,1824,0,1824,1,2,2,1,Gd,5,2,TA,2,739,TA,380,48,0,,,,302000
RL,48.0,6240,Pave,,AllPub,8,5,176.0,Gd,TA,Gd,No,1324,Ex,Y,1324,0,1324,1,2,2,1,Gd,6,1,Gd,2,550,TA,192,38,0,,,,254000
RL,65.0,9018,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,Av,728,Ex,Y,728,728,1456,0,2,3,1,Gd,8,1,Gd,2,400,TA,100,24,0,,,,179540
RL,,7162,Pave,,AllPub,5,7,41.0,TA,TA,TA,No,876,TA,Y,904,0,904,0,1,3,1,TA,6,0,,1,408,TA,0,0,0,,MnPrv,,109900
RL,56.0,4130,Pave,,AllPub,3,6,0.0,Gd,TA,TA,No,270,Gd,Y,729,0,729,0,1,2,1,TA,5,0,,0,0,,0,0,0,,,,52000
C (all),66.0,8712,Pave,Pave,AllPub,4,7,0.0,TA,TA,TA,Mn,859,Gd,Y,859,319,1178,0,1,2,1,TA,7,0,,1,384,TA,68,0,0,,,,102776
RL,40.0,4671,Pave,,AllPub,8,5,0.0,Gd,TA,Gd,Mn,1228,Gd,Y,1228,0,1228,1,2,2,1,Gd,5,1,Gd,2,472,TA,168,120,0,,,,189000
RL,60.0,9873,Pave,,AllPub,4,5,160.0,TA,TA,TA,Av,960,TA,N,960,0,960,1,1,3,1,TA,6,0,,2,576,TA,0,288,0,,,,129000
RL,,13517,Pave,,AllPub,6,8,289.0,Gd,TA,TA,No,725,Ex,Y,725,754,1479,0,2,3,1,Gd,6,0,,2,475,TA,0,44,0,,,,130500
RL,78.0,10140,Pave,,AllPub,6,5,174.0,TA,TA,Gd,No,1064,TA,Y,1350,0,1350,0,2,3,1,TA,7,1,TA,2,478,TA,0,0,0,,MnPrv,,165000
RM,60.0,10800,Pave,Grvl,AllPub,7,8,0.0,TA,Gd,TA,No,718,Ex,Y,1576,978,2554,0,1,3,1,TA,8,0,,2,704,TA,0,48,0,,,,159500
RL,80.0,10000,Pave,,AllPub,5,6,0.0,TA,TA,Gd,No,1176,Gd,Y,1178,0,1178,0,1,3,1,Gd,5,1,Fa,2,439,TA,224,0,0,,MnPrv,,157000
RL,96.0,10542,Pave,,AllPub,7,5,651.0,Gd,TA,Gd,Gd,1311,Ex,Y,1325,1093,2418,1,2,3,1,Gd,9,1,TA,3,983,TA,250,154,0,,,,341000
RL,69.0,9920,Pave,,AllPub,5,6,0.0,TA,TA,Gd,Gd,971,TA,Y,971,0,971,0,1,3,1,TA,5,1,Po,1,300,TA,0,0,0,,,,128500
